ID_Stand1,Perimeter,Hectares
3053,4191.573012,21.93638285
3054,2382.067745,19.09970442
3055,1759.229846,9.868937933
3056,397.7493661,0.839930345
3057,1027.422871,6.241507915
3058,1712.090746,9.728771012
3059,4803.880446,37.69638011
3060,2042.991347,9.970436814
3061,847.8258688,1.739468151
3062,477.4321415,0.684120693
3063,455.5980329,0.526464426
3064,5542.059153,40.05308838
3065,2175.738635,15.24946774
3066,5657.532052,27.06657752
3067,2253.76436,11.29617292
3068,2013.407662,6.246841493
3069,2733.034699,9.299926948
3070,3986.02729,36.46319249
3071,3500.857325,26.7538673
3072,5390.192394,25.93088359
3073,1055.113368,5.912200654
3074,1474.58788,9.027461425
3075,1725.210375,11.66053398
3076,1366.433978,6.78341957
3077,1872.160775,8.475857401
3078,1846.611296,14.33097189
3079,1004.905228,4.167262814
3080,4024.022982,21.22146828
3081,2666.79651,26.19036814
3082,3789.191387,16.02281793
3083,1499.957875,5.965669483
3084,4033.4835,32.54728869
3085,557.1180923,1.880623497
3086,1659.147472,8.555723606
3087,4344.250237,47.40753708
3088,1273.513357,5.228921725
3089,3363.494734,42.39157782
3090,3470.764027,32.12816179
3091,3342.261288,37.7739711
3092,2913.252951,41.25162759
3093,5432.651794,49.20814939
3094,3120.953474,26.56712469
3095,2205.282307,9.237487837
3096,4741.836077,40.23479539
3097,705.5382288,1.687926997
3099,1452.06284,8.844135021
3100,1847.684792,9.121076163
3101,4481.895583,37.22409032
3102,3918.814961,39.45375185
3103,1672.919965,7.759570578
3104,3230.061058,12.51319925
3105,5578.452315,35.58099538
3106,1045.783724,7.132869979
3107,3156.231613,32.57454602
3108,2961.791193,28.35016924
3109,860.3062235,4.022264648
3110,5928.15122,31.48712688
3111,4611.600549,26.8370693
3112,3646.662407,49.84841523
3113,3808.87301,22.68592564
3114,5381.697395,45.49293435
3115,901.5702349,2.180495669
3116,923.2225736,2.389588243
3117,3967.838662,24.51000724
3118,822.1293525,3.016458366
3119,5333.129007,40.89397314
3120,4368.064039,21.06791358
3121,9607.964515,49.77724764
3122,3241.270806,19.54833084
3123,1194.332084,5.447232977
3124,1921.235433,10.13505177
3125,1480.883202,7.972130592
3126,925.3821646,2.937727896
3127,1591.216898,10.8622101
3128,4650.191448,43.47342064
3129,4286.138944,28.57723382
3130,3994.779385,25.98428427
3131,2236.205531,17.99044797
3132,5091.811354,23.60822179
3133,2174.013292,19.94287962
3134,3988.655856,24.95297815
3135,3656.549666,35.56906775
3136,3799.586836,23.96226096
3137,2813.761515,26.15239815
3138,1711.529944,14.45711045
3139,2426.304051,15.78824457
3140,1490.12172,9.356987089
3141,3553.522618,36.42637099
3142,6563.812427,41.5480446
3143,3849.780945,33.91026066
3144,1844.468959,5.816536582
3145,3140.874587,4.23982058
3146,416.1545907,0.367447158
3147,416.3994698,0.714089788
3148,905.709248,2.718347066
3149,531.919679,1.13882457
3150,378.8218417,0.966568325
3151,1106.778903,3.201600827
3152,516.9886128,1.071767853
3154,459.3253058,0.826782576
3155,804.0776908,0.835957535
3156,666.7946407,1.182581755
3158,868.4909962,3.519661907
3159,549.5100008,0.905378567
3162,485.5911835,0.822769309
3163,714.9656563,1.775376887
3164,650.9521031,1.332225112
3165,617.5022113,1.417651034
3167,362.4397991,0.509039694
3168,921.3773113,2.142302418
3169,5833.442719,18.05975538
3170,510.6561677,0.823062025
3171,718.3597028,2.158448176
3173,235.9544436,0.21200763
3174,1266.586181,3.871441497
3175,2626.269686,7.734170254
3176,188.3878986,0.233842984
3177,808.6716081,1.964401174
3178,366.1325197,0.596943504
3179,613.7257657,1.121362331
3181,1157.23277,1.56431386
3182,1603.101603,6.249605589
3183,1241.253838,2.99542161
3184,888.8930264,2.710100967
3185,1994.288387,8.510212474
3186,1987.577073,10.02500447
3187,1807.817312,13.28873533
3188,1692.390712,8.291161474
3190,1476.456726,4.823213911
3191,908.1145157,2.655371957
3192,555.5832973,1.837203793
3193,1653.721004,11.06407355
3194,1498.054078,11.05736325
3195,904.1416637,2.499136589
3196,623.0432494,2.089472929
3197,388.4607783,0.597403674
3198,1674.479494,9.28869942
3199,1303.14729,3.734164418
3200,969.4477839,5.005216802
3201,3750.578744,13.96274459
3202,2556.971753,20.15698924
3203,361.1134469,0.811936095
3204,928.5926432,2.594942581
3205,823.8366349,1.650076186
3206,1505.2142,7.859433195
3207,3027.919056,20.09352623
3208,1870.354401,8.608909227
3209,856.1610402,1.926287074
