UG,Viz,UG_Viz,Length,Perimetro,Areacortada
1500,1533,1533.1500,388.090194366,1208.800221,14.118179567
1500,3071,1500.3071,109.284837015,1181.106392,33.043851879
1500,3072,3072.1500,41.8535098096,5390.192394,32.220868169
1504,1481,1481.1504,3779.85528047,8204.704545,76.59311819
1504,1487,1487.1504,195.328370235,1342.514512,31.765619247
1504,1497,1497.1504,114.059298999,1284.07879,34.975420233
1504,1507,1507.1504,812.155856536,2241.914872,47.2741761
1504,1750,1750.1504,78.8695664398,1467.711616,37.55810971
1504,1753,1753.1504,666.392948536,3045.780445,51.59583352
1504,1759,1759.1504,108.401602435,4063.849146,54.20574699
1504,3070,3070.1504,301.787261734,3986.02729,63.96008621
1504,3071,1504.3071,981.490608832,7038.340794,54.25076102
1507,1487,1487.1507,215.538009407,1342.514512,24.046007907
1507,1494,1494.1507,607.089912851,5876.270352,68.36353736
1507,1504,1507.1504,812.155856536,2241.914872,47.2741761
1507,1750,1750.1507,607.131093359,1467.711616,29.83849837
1508,3055,3055.1508,234.748691565,1759.229846,11.334473148
1508,3056,3056.1508,148.945394642,397.7493661,2.30546556
1508,3059,1508.3059,125.9611315827,560.2883055,39.161915325
1508,3188,1508.3188,50.6330877001,560.2883055,9.756696689
1510,1348,1510.1348,311.448731234,2314.865342,58.14184336
1510,1367,1510.1367,327.076296317,2314.865342,39.97929479
1510,1371,1510.1371,607.473258339,2314.865342,64.06774286
1510,1513,1510.1513,610.254184377,2314.865342,20.272546696
1510,1898,1510.1898,89.2727620582,2314.865342,15.961700552
1510,3105,1510.3105,369.3401098805,2314.865342,49.75796099
1512,1473,1512.1473,442.316950253,1575.38932,50.93366729
1512,1491,1491.1512,736.49649524,4479.853744,46.95561173
1512,1513,1513.1512,396.575874988,2661.538465,16.300956876
1513,1348,1513.1348,669.789496462,2661.538465,50.060458836
1513,1473,1513.1473,297.318276471,2661.538465,46.823872586
1513,1474,1513.1474,134.291228809,2661.538465,14.803942737
1513,1491,1491.1513,104.188189336,4479.853744,42.845817026
1513,1498,1513.1498,360.539409164,2661.538465,35.010730596
1513,1510,1510.1513,610.254184377,2314.865342,20.272546696
1513,1512,1513.1512,396.575874988,2661.538465,16.300956876
1513,3105,1513.3105,88.5818058847,2661.538465,41.676576466
1515,1528,1515.1528,182.920926356,937.1077122,7.648642878
1515,1534,1515.1534,75.0710000517,937.1077122,5.96228008
1515,3072,1515.3072,679.1157857435,937.1077122,29.257744903
1517,1488,1517.1488,129.3441328,1028.280119,15.391446727
1517,1500,1517.1500,209.399642982,1028.280119,7.867435496
1517,1528,1517.1528,496.823395774,1028.280119,5.899232482
1517,1542,1517.1542,39.209847188,1028.280119,7.15344012
1517,3072,1517.3072,153.503100103,1028.280119,27.508334507
1518,1525,1518.1525,208.921256365,650.258628,24.104013369
1518,3072,1518.3072,441.3373715901,650.258628,28.195572659
1519,-1,1519.-1,221.160709754,685.2708241,2.344253521
1519,1498,1498.1519,407.995110011,3756.956569,31.259403031
1519,3105,1519.3105,56.1150043702,685.2708241,37.925248901
1520,1491,1491.1520,135.862172202,4479.853744,46.371179276
1520,1498,1498.1520,1479.78678732,3756.956569,38.536092846
1520,1521,1521.1520,558.098964534,1490.401434,11.423784132
1521,1491,1491.1521,323.192783764,4479.853744,38.553076736
1521,1498,1521.1498,148.424218149,1490.401434,30.717990306
1521,1520,1521.1520,558.098964534,1490.401434,11.423784132
1521,3072,1521.3072,460.685467606,1490.401434,27.733724386
1523,-1,1523.-1,1708.088227196,4669.450601,34.46197542
1523,1495,1495.1523,537.085116225,1033.420573,36.380655841
1523,1526,1523.1526,114.464612295,4669.450601,60.42863044
1523,1538,1523.1538,32.993852573,4669.450601,35.794210932
1523,1540,1540.1523,108.268575646,1772.946828,41.570598098
1523,1541,1541.1523,1003.91281845,1232.782295,39.154367656
1523,1542,1523.1542,172.873627013,4669.450601,40.037964623
1523,1545,1523.1545,123.8066188551,4669.450601,38.898006762
1523,1547,1523.1547,77.3397246058,4669.450601,35.953567261
1523,1555,1523.1555,336.603793383,4669.450601,60.58091498
1523,1556,1556.1523,216.730392871,2745.840061,57.65190428
1523,3150,1523.3150,154.86963763,4669.450601,35.428543745
1523,3151,1523.3151,82.4136044336,4669.450601,37.663576247
1524,-1,1524.-1,853.273735884,1288.001033,2.790502784
1524,1525,1524.1525,434.727297211,1288.001033,24.629827084
1525,-1,1525.-1,702.1988193182,3415.716701,21.8393243
1525,1498,1498.1525,139.278109965,3756.956569,50.75447381
1525,1518,1518.1525,208.921256365,650.258628,24.104013369
1525,1524,1524.1525,434.727297211,1288.001033,24.629827084
1525,2019,2019.1525,546.976310762,2064.482082,32.59012425
1525,3072,1525.3072,1133.1836658,3415.716701,47.77020789
1525,3152,1525.3152,250.431241998,3415.716701,22.911092153
1526,1523,1523.1526,114.464612295,4669.450601,60.42863044
1526,1537,1537.1526,728.760720637,4283.963726,51.28267598
1526,1545,1545.1526,457.728706246,1038.905046,30.402686362
1526,1548,1548.1526,115.212583691,437.1176881,26.985560786
1526,1551,1551.1526,111.140950986,827.1107587,28.520034237
1526,1556,1556.1526,1488.76560085,2745.840061,49.15658388
1526,1560,1560.1526,543.160847743,1397.363293,31.606565668
1526,1565,1565.1526,85.3050310693,2147.29736,34.913017995
1526,1569,1526.1569,251.58358261,4159.931202,35.655482611
1526,1586,1586.1526,180.212008751,1049.668837,32.008631773
1526,3075,1526.3075,83.5965572137,4159.931202,37.627189
1527,3072,1527.3072,391.630602912,490.3933681,27.243308243
1527,3151,1527.3151,98.7627652283,490.3933681,4.51402548
1528,1515,1515.1528,182.920926356,937.1077122,7.648642878
1528,1517,1517.1528,496.823395774,1028.280119,5.899232482
1528,1538,1528.1538,69.9271843408,1102.711718,5.654017077
1528,1542,1528.1542,132.345237019,1102.711718,9.897770768
1528,3072,1528.3072,220.69497407934,1102.711718,30.252665155
1533,1491,1491.1533,367.736670782,4479.853744,44.578430928
1533,1497,1533.1497,199.56970195,1208.800221,15.306721501
1533,1500,1533.1500,388.090194366,1208.800221,14.118179567
1533,3072,1533.3072,253.403654161,1208.800221,33.759078578
1534,1515,1515.1534,75.0710000517,937.1077122,5.96228008
1534,1536,1534.1536,251.00627202,714.6976963,5.097677239
1534,3072,1534.3072,388.620424242,714.6976963,28.566302357
1536,1534,1534.1536,251.00627202,714.6976963,5.097677239
1536,3072,1536.3072,588.102150747,839.1084228,28.393142062
1537,1485,1485.1537,277.525192021,2141.87626,38.88919011
1537,1526,1537.1526,728.760720637,4283.963726,51.28267598
1537,1551,1551.1537,391.324514669,827.1107587,27.869400177
1537,1560,1560.1537,713.6462041,1397.363293,30.955931608
1537,1561,1561.1537,778.501382255,2400.539308,39.29651888
1537,1567,1567.1537,481.706048572,618.1610487,27.672072157
1537,1569,1537.1569,69.9555593406,4283.963726,35.004848551
1537,1574,1574.1537,47.429155153,627.974692,26.196225673
1537,1576,1576.1537,185.12644758,2148.199949,35.32552384
1537,1800,1800.1537,34.3453125088,2363.805533,45.06850817
1537,3073,1537.3073,0.663294038421,4283.963726,31.228221614
1537,3074,1537.3074,574.979894738,4283.963726,34.343482385
1538,1523,1523.1538,32.993852573,4669.450601,35.794210932
1538,1528,1528.1538,69.9271843408,1102.711718,5.654017077
1538,1542,1538.1542,239.0833257996,499.9668224,6.908224715
1538,3072,1538.3072,84.1236408962,499.9668224,27.263119102
1538,3151,1538.3151,73.8388187832,499.9668224,4.533836339
1540,-1,1540.-1,1664.678251858,1772.946828,7.108622678
1540,1523,1540.1523,108.268575646,1772.946828,41.570598098
1541,1523,1541.1523,1003.91281845,1232.782295,39.154367656
1541,1545,1541.1545,228.869477029,1232.782295,9.128423578
1542,1488,1542.1488,517.049538854,1181.837933,19.389985013
1542,1495,1495.1542,81.2763573669,1033.420573,7.494669624
1542,1517,1517.1542,39.209847188,1028.280119,7.15344012
1542,1523,1523.1542,172.873627013,4669.450601,40.037964623
1542,1528,1528.1542,132.345237019,1102.711718,9.897770768
1542,1538,1538.1542,239.0833257996,499.9668224,6.908224715
1545,1523,1523.1545,123.8066188551,4669.450601,38.898006762
1545,1526,1545.1526,457.728706246,1038.905046,30.402686362
1545,1541,1541.1545,228.869477029,1232.782295,9.128423578
1545,1547,1545.1547,147.878467017,1038.905046,5.927623183
1545,1548,1548.1545,80.6217766903,437.1176881,5.454937108
1546,-1,1546.-1,461.9653981118,2832.189845,11.08274191
1546,1629,1629.1546,315.359085593,1103.438608,14.885185216
1546,1639,1546.1639,588.92833995,2832.189845,17.784497627
1546,1650,1650.1546,101.173117308,5025.95314,59.59095765
1546,1696,1696.1546,696.467626467,741.0701162,12.797717126
1546,3212,3212.1546,392.025950386,1336.484585,15.721974763
1546,4002_LN,4002_LN.1546,82.2610180782,306.4392203,11.514479428
1546,4010_LN,4010_LN.1546,66.9392747513,273.4066278,11.420261824
1546,4013_LN,4013_LN.1546,127.070033905,355.1274961,11.692467961
1547,1488,1547.1488,155.72770903,516.4990855,15.305587651
1547,1495,1495.1547,117.552743287,1033.420573,3.410272262
1547,1523,1523.1547,77.3397246058,4669.450601,35.953567261
1547,1545,1545.1547,147.878467017,1038.905046,5.927623183
1547,1548,1548.1547,18.0004415591,437.1176881,2.510497607
1548,1488,1548.1488,15.7670793009,437.1176881,14.832901576
1548,1526,1548.1526,115.212583691,437.1176881,26.985560786
1548,1545,1548.1545,80.6217766903,437.1176881,5.454937108
1548,1547,1548.1547,18.0004415591,437.1176881,2.510497607
1548,1549,1548.1549,118.995023713,437.1176881,2.050222781
1548,1565,1548.1565,88.5207831053,437.1176881,9.965268741
1549,1488,1549.1488,102.183555531,406.7963968,14.845312825
1549,1548,1548.1549,118.995023713,437.1176881,2.050222781
1549,1565,1549.1565,185.617817535,406.7963968,9.97767999
1551,1526,1551.1526,111.140950986,827.1107587,28.520034237
1551,1537,1551.1537,391.324514669,827.1107587,27.869400177
1551,1552,1552.1551,60.092855924,598.0246213,3.93258634
1551,1565,1551.1565,146.168825017,827.1107587,11.499742192
1551,3073,1551.3073,118.38361207,827.1107587,8.465579871
1552,1551,1552.1551,60.092855924,598.0246213,3.93258634
1552,1565,1552.1565,537.931765366,598.0246213,10.325570098
1555,-1,1555.-1,1054.558701418,3080.988182,26.11893956
1555,1523,1523.1555,336.603793383,4669.450601,60.58091498
1555,1556,1556.1555,865.905737965,2745.840061,49.30886842
1555,1557,1555.1557,458.304972365,3080.988182,31.953433086
1555,3075,1555.3075,365.614976784,3080.988182,37.77947354
1556,1523,1556.1523,216.730392871,2745.840061,57.65190428
1556,1526,1556.1526,1488.76560085,2745.840061,49.15658388
1556,1555,1556.1555,865.905737965,2745.840061,49.30886842
1556,3075,1556.3075,174.438329773,2745.840061,34.85046284
1557,-1,1557.-1,805.15304642,1263.458019,5.834493526
1557,1555,1555.1557,458.304972365,3080.988182,31.953433086
1560,1526,1560.1526,543.160847743,1397.363293,31.606565668
1560,1537,1560.1537,713.6462041,1397.363293,30.955931608
1560,1569,1560.1569,6.38237550487,1397.363293,15.328738239
1560,3074,1560.3074,134.17386587,1397.363293,14.667372073
1561,1485,1561.1485,292.35875638,2400.539308,27.55366707
1561,1494,1561.1494,374.609541459,2400.539308,62.5667529
1561,1537,1561.1537,778.501382255,2400.539308,39.29651888
1561,1566,1566.1561,611.427133585,704.2790747,15.792511403
1561,1567,1567.1561,136.455000097,618.1610487,16.336549117
1561,3073,1561.3073,207.1874944416,2400.539308,19.892698574
1562,-1,1562.-1,921.052930329,2697.344732,12.83682421
1562,1347,1347.1562,286.743771942,7565.363561,59.44939722
1562,1431,1562.1431,17.9315645429,2697.344732,25.9460509
1562,1450,1562.1450,165.872170941,2697.344732,40.56988541
1562,1452,1452.1562,191.970156249,2164.304213,24.37515437
1562,1454,1562.1454,509.665532751,2697.344732,40.67491537
1562,1461,1461.1562,278.78341406,1578.672955,20.875918433
1562,3068,3068.1562,325.325191245,2013.407662,19.083665703
1564,1487,1487.1564,534.332692326,1342.514512,10.385604162
1564,3071,1564.3071,549.681713709,1337.585255,32.870745935
1564,3073,1564.3073,253.570849319,1337.585255,12.029079289
1565,1488,1565.1488,523.551832556,2147.29736,22.760358785
1565,1526,1565.1526,85.3050310693,2147.29736,34.913017995
1565,1548,1548.1565,88.5207831053,437.1176881,9.965268741
1565,1549,1549.1565,185.617817535,406.7963968,9.97767999
1565,1551,1551.1565,146.168825017,827.1107587,11.499742192
1565,1552,1552.1565,537.931765366,598.0246213,10.325570098
1565,3071,1565.3071,354.389357706,2147.29736,35.700230275
1565,3073,1565.3073,225.811947657,2147.29736,14.858563629
1566,1561,1566.1561,611.427133585,704.2790747,15.792511403
1566,3073,1566.3073,92.8519410803,704.2790747,7.724214137
1567,1537,1567.1537,481.706048572,618.1610487,27.672072157
1567,1561,1567.1561,136.455000097,618.1610487,16.336549117
1569,1526,1526.1569,251.58358261,4159.931202,35.655482611
1569,1537,1537.1569,69.9555593406,4283.963726,35.004848551
1569,1560,1560.1569,6.38237550487,1397.363293,15.328738239
1569,1570,1570.1569,413.965506094,2513.134194,23.591900471
1569,1571,1571.1569,258.106105933,1591.884881,15.548238828
1569,1573,1573.1569,46.4463729027,1046.685253,11.46198212
1569,1574,1574.1569,281.3380509471,627.974692,10.569032304
1569,1575,1575.1569,92.3817309677,922.8418917,12.740480299
1569,3074,3074.1569,765.434119714,1474.58788,18.716289016
1570,1569,1570.1569,413.965506094,2513.134194,23.591900471
1570,1571,1571.1570,245.332914488,1591.884881,19.762484117
1570,1585,1585.1570,829.653870196,1727.265379,22.885351456
1570,1586,1586.1570,548.077137015,1049.668837,19.945049633
1570,1597,1570.1597,134.653061164,2513.134194,25.53149221
1570,1598,1570.1598,237.61160558,2513.134194,33.07445757
1570,3075,1570.3075,103.840099197,2513.134194,25.56360686
1571,1569,1571.1569,258.106105933,1591.884881,15.548238828
1571,1570,1571.1570,245.332914488,1591.884881,19.762484117
1571,1573,1573.1571,486.4109097013,1046.685253,7.632565766
1571,1597,1571.1597,218.602171432,1591.884881,17.487830567
1571,1800,1800.1571,160.604411963,2363.805533,25.611898447
1571,3096,3096.1571,222.82836768,4741.836077,46.094206627
1573,1569,1573.1569,46.4463729027,1046.685253,11.46198212
1573,1571,1573.1571,486.4109097013,1046.685253,7.632565766
1573,1575,1575.1573,245.9678444488,922.8418917,4.824807237
1573,1576,1576.1573,223.334007174,2148.199949,11.782657409
1573,1800,1800.1573,44.5261184616,2363.805533,21.525641739
1574,1537,1574.1537,47.429155153,627.974692,26.196225673
1574,1569,1574.1569,281.3380509471,627.974692,10.569032304
1574,1575,1575.1574,45.4032184615,922.8418917,3.931857421
1574,1576,1576.1574,253.804267421,2148.199949,10.889707593
1575,1569,1575.1569,92.3817309677,922.8418917,12.740480299
1575,1573,1575.1573,245.9678444488,922.8418917,4.824807237
1575,1574,1575.1574,45.4032184615,922.8418917,3.931857421
1575,1576,1576.1575,539.089097857,2148.199949,13.061155588
1576,1537,1576.1537,185.12644758,2148.199949,35.32552384
1576,1573,1576.1573,223.334007174,2148.199949,11.782657409
1576,1574,1576.1574,253.804267421,2148.199949,10.889707593
1576,1575,1576.1575,539.089097857,2148.199949,13.061155588
1576,1800,1800.1576,946.846129181,2363.805533,29.76199009
1585,1570,1585.1570,829.653870196,1727.265379,22.885351456
1585,1597,1585.1597,373.326441625,1727.265379,20.610697906
1585,1598,1585.1598,524.285067451,1727.265379,28.153663266
1586,1526,1586.1526,180.212008751,1049.668837,32.008631773
1586,1570,1586.1570,548.077137015,1049.668837,19.945049633
1586,3075,1586.3075,321.37969161,1049.668837,17.702510733
1597,1570,1570.1597,134.653061164,2513.134194,25.53149221
1597,1571,1571.1597,218.602171432,1591.884881,17.487830567
1597,1585,1585.1597,373.326441625,1727.265379,20.610697906
1597,1598,1597.1598,472.741025746,2449.380733,30.79980402
1597,1612,1612.1597,264.0764062928,1675.010835,20.98596762
1597,1613,1613.1597,544.13763092,2144.945956,26.45833636
1597,1615,1615.1597,28.8520927013,5450.943764,50.64942712
1597,3088,3088.1597,176.575047907,1273.513357,16.857341055
1597,3096,3096.1597,236.4168550389,4741.836077,51.86321472
1598,1570,1570.1598,237.61160558,2513.134194,33.07445757
1598,1585,1585.1598,524.285067451,1727.265379,28.153663266
1598,1597,1597.1598,472.741025746,2449.380733,30.79980402
1598,1607,1598.1607,961.672290892,3228.139817,47.59687054
1598,1611,1611.1598,401.256927557,2234.928772,29.71932693
1598,1612,1612.1598,368.270549871,1675.010835,28.52893298
1598,1660,1598.1660,147.9703412,3228.139817,29.052575339
1598,1670,1670.1598,9.68751777768,1265.902009,22.295278467
1598,3075,3075.1598,104.644491088,1725.210375,30.83191867
1604,1606,1606.1604,67.5124712169,1535.356264,16.038781203
1604,1607,1604.1607,194.813669249,2358.296311,37.199831157
1604,1649,1649.1604,1088.23859033,6252.9063,56.478143277
1604,1659,1659.1604,521.657779588,1275.374049,14.527233852
1604,3077,3077.1604,327.194509476,1872.160775,17.250202708
1604,3087,3087.1604,158.879291505,4344.250237,56.181882387
1606,1604,1606.1604,67.5124712169,1535.356264,16.038781203
1606,1684,1684.1606,816.212991709,3507.072874,31.675095776
1606,3077,1606.3077,308.013465096,1535.356264,15.740293297
1606,3086,1606.3086,167.946564781,1535.356264,15.820159502
1606,3087,1606.3087,175.670771232,1535.356264,54.671972976
1607,1598,1598.1607,961.672290892,3228.139817,47.59687054
1607,1604,1604.1607,194.813669249,2358.296311,37.199831157
1607,1611,1611.1607,155.681609724,2234.928772,38.97342809
1607,1649,1649.1607,150.210183797,6252.9063,76.12928382
1607,1652,1652.1607,1793.908925648,1793.908926,33.502424065
1607,1659,1659.1607,214.510400175,1275.374049,34.178374395
1607,1662,1662.1607,521.010876438,1694.367353,34.005270587
1607,1665,1607.1665,359.822301977,5263.304786,45.03910904
1607,1670,1670.1607,387.07730256988,1265.902009,31.549379627
1607,3078,3078.1607,524.597225818,1846.611296,42.75645774
1611,1598,1611.1598,401.256927557,2234.928772,29.71932693
1611,1607,1611.1607,155.681609724,2234.928772,38.97342809
1611,1612,1611.1612,356.872586371,2234.928772,19.90549053
1611,1615,1611.1615,423.728333785,2234.928772,49.56895003
1611,3078,1611.3078,897.389314891,2234.928772,24.87891413
1612,1597,1612.1597,264.0764062928,1675.010835,20.98596762
1612,1598,1612.1598,368.270549871,1675.010835,28.52893298
1612,1611,1611.1612,356.872586371,2234.928772,19.90549053
1612,1613,1613.1612,656.2364515225,2144.945956,24.18746532
1612,1615,1612.1615,29.554840887,1675.010835,48.37855608
1613,1597,1613.1597,544.13763092,2144.945956,26.45833636
1613,1612,1613.1612,656.2364515225,2144.945956,24.18746532
1613,1615,1613.1615,944.571873467,2144.945956,53.85092482
1615,1597,1615.1597,28.8520927013,5450.943764,50.64942712
1615,1611,1611.1615,423.728333785,2234.928772,49.56895003
1615,1612,1612.1615,29.554840887,1675.010835,48.37855608
1615,1613,1613.1615,944.571873467,2144.945956,53.85092482
1615,1649,1649.1615,2577.98729079,6252.9063,86.72480576
1615,3078,1615.3078,341.266422886,5450.943764,53.35197968
1615,3088,1615.3088,319.360988355,5450.943764,44.249929515
1615,3089,1615.3089,785.621921091,5450.943764,81.41258561
1620,-1,1620.-1,102.521552154,569.5238451,1.141914325
1620,3082,1620.3082,12.8373319795,569.5238451,17.164732255
1620,3192,1620.3192,165.161568764,569.5238451,2.979118118
1620,3193,1620.3193,70.7266861157,569.5238451,12.205987875
1620,3194,1620.3194,218.276706109,569.5238451,12.199277575
1621,1647,1647.1621,314.138861588,4184.875954,25.135067917
1621,1650,1650.1621,446.542015962,5025.95314,57.264220987
1621,1702,1702.1621,534.8999647254,1902.379778,18.197635864
1621,3082,3082.1621,211.505257393,3789.191387,24.778823177
1622,1650,1622.1650,1228.44847063,1228.448471,54.28952039
1629,1546,1629.1546,315.359085593,1103.438608,14.885185216
1629,1638,1638.1629,69.8655760388,869.5396814,6.397015574
1629,1650,1650.1629,576.479230168,5025.95314,52.310659046
1629,3212,3212.1629,141.734716483,1336.484585,8.441676159
1633,-1,1633.-1,174.472831494,733.1982707,1.675123734
1633,3155,1633.3155,284.062330134,733.1982707,2.511081269
1633,3196,1633.3196,274.663109043,733.1982707,3.764596663
1634,1721,1721.1634,113.671368779,942.4863843,5.464991466
1634,3194,3194.1634,221.58058243,1498.054078,12.932024779
1634,4004_LN,1634.4004_LN,257.291127931,592.5430791,2.315191295
1635,1647,1647.1635,166.3430564127,4184.875954,19.422626913
1635,1722,1722.1635,258.622351918,504.5009386,4.112921336
1635,3156,3156.1635,178.849707911,666.7946407,4.226145998
1635,4020_LN,4020_LN.1635,194.4628889969,2446.934677,7.801433979
1635,4021_LN,4021_LN.1635,242.581322385,622.9476647,4.316117275
1637,3079,1637.3079,153.535370554,664.0235805,5.889825838
1637,3190,1637.3190,312.3968382361,664.0235805,6.545776935
1637,4000_LN,1637.4000_LN,140.21117114784,664.0235805,1.861989574
1637,4011_LN,1637.4011_LN,57.8802005207,664.0235805,2.592895082
1638,-1,1638.-1,124.578996202,869.5396814,2.594572268
1638,1629,1638.1629,69.8655760388,869.5396814,6.397015574
1638,1645,1638.1645,460.2391424967,869.5396814,30.962859028
1638,1650,1638.1650,40.896038953,869.5396814,51.102788008
1638,3212,1638.3212,173.959927721,869.5396814,7.233805121
1639,1546,1546.1639,588.92833995,2832.189845,17.784497627
1639,1650,1650.1639,318.638362336,5025.95314,55.209971457
1639,3190,1639.3190,337.635623415,1579.39464,11.524969628
1639,4003_LN,4003_LN.1639,334.192313914,2366.183182,9.36388317
1643,-1,1643.-1,75.9820012259,1582.518127,8.73061262
1643,1727,1727.1643,489.146395222,1675.543365,16.301670969
1643,3080,1643.3080,177.99754671,1582.518127,29.9520809
1643,3081,1643.3081,460.236113472,1582.518127,34.92098076
1643,3089,3089.1643,379.156070011,3363.494734,51.12219044
1645,-1,1645.-1,346.52377656758,3826.195435,28.36828676
1645,1638,1638.1645,460.2391424967,869.5396814,30.962859028
1645,1650,1650.1645,348.435539525,5025.95314,76.8765025
1645,1689,1689.1645,1195.33364743,2135.807907,40.19881397
1645,1692,1692.1645,285.645120487,607.3114154,29.188577792
1645,3080,1645.3080,888.257610769,3826.195435,49.58975504
1645,3084,1645.3084,301.76059758,3826.195435,60.91557545
1647,-1,1647.-1,546.9669325203,4184.875954,16.37906267
1647,1621,1647.1621,314.138861588,4184.875954,25.135067917
1647,1635,1647.1635,166.3430564127,4184.875954,19.422626913
1647,1648,1647.1648,447.561045456,4184.875954,59.28825882
1647,1702,1702.1647,146.272153702,1902.379778,25.820693287
1647,1711,1711.1647,187.80563953,633.3020023,17.16404359
1647,1713,1713.1647,219.011741412,338.0784889,17.026226742
1647,1718,1718.1647,492.788967673,655.5945475,18.016306789
1647,1722,1722.1647,54.0688013703,504.5009386,17.448419763
1647,1723,1723.1647,280.318951607,472.1287369,17.434367838
1647,3082,1647.3082,772.283073571,4184.875954,32.4018806
1647,3083,1647.3083,399.397875905,4184.875954,22.344732153
1647,3156,1647.3156,110.364915709,4184.875954,17.561644425
1647,4021_LN,1647.4021_LN,47.5539379703,4184.875954,17.651615702
1648,-1,1648.-1,1245.088404746,5405.618879,42.90919615
1648,1647,1647.1648,447.561045456,4184.875954,59.28825882
1648,1702,1702.1648,395.470586444,1902.379778,52.350826767
1648,1703,1703.1648,1435.1389489,1435.138949,48.823805103
1648,1707,1707.1648,575.473668736,1038.27299,49.526781916
1648,1711,1711.1648,133.522890489,633.3020023,43.69417707
1648,3084,1648.3084,686.578791003,5405.618879,75.45648484
1648,3086,3086.1648,199.71610279,1659.147472,51.464919756
1648,3087,3087.1648,287.068440933,4344.250237,90.31673323
1649,1604,1649.1604,1088.23859033,6252.9063,56.478143277
1649,1607,1649.1607,150.210183797,6252.9063,76.12928382
1649,1615,1649.1615,2577.98729079,6252.9063,86.72480576
1649,3077,1649.3077,1220.39507866,6252.9063,56.179655371
1649,3078,1649.3078,83.3583319658,6252.9063,62.03476986
1649,3081,1649.3081,790.454903684,6252.9063,73.89416611
1649,3089,1649.3089,342.2619204713,6252.9063,90.09537579
1650,1546,1650.1546,101.173117308,5025.95314,59.59095765
1650,1621,1650.1621,446.542015962,5025.95314,57.264220987
1650,1622,1622.1650,1228.44847063,1228.448471,54.28952039
1650,1629,1650.1629,576.479230168,5025.95314,52.310659046
1650,1638,1638.1650,40.896038953,869.5396814,51.102788008
1650,1639,1650.1639,318.638362336,5025.95314,55.209971457
1650,1645,1650.1645,348.435539525,5025.95314,76.8765025
1650,1689,1689.1650,296.609539863,2135.807907,60.33874295
1650,1702,1650.1702,479.400339319,5025.95314,57.949846357
1650,3079,1650.3079,41.0740391776,5025.95314,52.675478554
1650,3082,1650.3082,504.809252659,5025.95314,64.53103367
1650,3084,1650.3084,16.45945076,5025.95314,81.05550443
1650,3190,1650.3190,245.497839007,5025.95314,53.331429651
1650,3191,1650.3191,371.720416476,5025.95314,51.163587697
1650,3193,1650.3193,9.76948762178,5025.95314,59.57228929
1652,1607,1652.1607,1793.908925648,1793.908926,33.502424065
1654,-1,1654.-1,271.736880064,447.9314466,1.00913482
1654,3053,1654.3053,176.194566502,447.9314466,22.94551767
1657,3087,1657.3087,788.991901722,788.9919017,50.141803406
1658,-1,1658.-1,907.105961683,1855.050189,4.981036359
1658,3087,1658.3087,947.944226883,1855.050189,52.388573439
1659,1604,1659.1604,521.657779588,1275.374049,14.527233852
1659,1607,1659.1607,214.510400175,1275.374049,34.178374395
1659,1665,1659.1665,31.5305052481,1275.374049,22.366511735
1659,3087,1659.3087,507.675363739,1275.374049,53.160425625
1660,-1,1660.-1,826.635004452,2954.965913,9.881190649
1660,1598,1598.1660,147.9703412,3228.139817,29.052575339
1660,1662,1662.1660,150.834308843,1694.367353,15.460975386
1660,1670,1670.1660,584.861845025,1265.902009,13.005084426
1660,1672,1672.1660,314.953850628,1865.099727,18.178741706
1660,1673,1673.1660,87.3425219005,1064.155149,14.137118116
1660,3075,3075.1660,31.8117826303,1725.210375,21.541724629
1660,3158,1660.3158,810.556258677,2954.965913,13.400852556
1662,-1,1662.-1,257.245983783,1694.367353,5.579784737
1662,1607,1662.1607,521.010876438,1694.367353,34.005270587
1662,1660,1662.1660,150.834308843,1694.367353,15.460975386
1662,1665,1662.1665,115.848462176,1694.367353,22.193407927
1662,1670,1662.1670,226.340605766,1694.367353,8.703678514
1662,1672,1662.1672,423.087115583,1694.367353,13.877335794
1665,-1,1665.-1,1087.51286893,2757.224032,16.61362319
1665,1607,1607.1665,359.822301977,5263.304786,45.03910904
1665,1659,1659.1665,31.5305052481,1275.374049,22.366511735
1665,1662,1662.1665,115.848462176,1694.367353,22.193407927
1665,3085,3085.1665,557.118092271,557.1180923,18.494246687
1665,3087,3087.1665,605.391801606,4344.250237,64.02116027
1670,1598,1670.1598,9.68751777768,1265.902009,22.295278467
1670,1607,1670.1607,387.07730256988,1265.902009,31.549379627
1670,1660,1670.1660,584.861845025,1265.902009,13.005084426
1670,1662,1662.1670,226.340605766,1694.367353,8.703678514
1670,3158,1670.3158,57.9347375271,1265.902009,6.643555684
1672,-1,1672.-1,473.840077135,1865.099727,8.297551057
1672,1660,1672.1660,314.953850628,1865.099727,18.178741706
1672,1662,1662.1672,423.087115583,1694.367353,13.877335794
1672,1673,1673.1672,350.439653168,1064.155149,12.553478524
1672,1674,1674.1672,302.779030359,302.7790304,8.829931279
1673,-1,1673.-1,626.3729739186,1064.155149,4.255927467
1673,1660,1673.1660,87.3425219005,1064.155149,14.137118116
1673,1672,1673.1672,350.439653168,1064.155149,12.553478524
1674,1672,1674.1672,302.779030359,302.7790304,8.829931279
1682,1683,1682.1683,286.047012671,1679.505208,35.96550629
1682,3088,1682.3088,530.563689682,1679.505208,17.404306345
